SOURCE_ID;DATASET_ID;LATITUDE;LONGITUDE;CRS;COUNTRY;STATE;SAMPLE_DATE;SAMPLE_YEAR;Stock_00_05;Stock_05_15;Stock_15_30;Stock_30_60;Stock_60_100;PROFILE_LAYER_COUNT_INPUT;PROFILE_LAYER_COUNT_USED;EXACT_DUPLICATE_LAYER_COUNT;OVERLAPPING_INPUT_LAYERS;DEPTH_HARMONIZATION_METHOD;SPLINE_SUPPORTED;SPLINE_REASON;SPLINE_LAMBDA;SPLINE_RESCALE_FACTOR;SPLINE_PRE_RESCALE_MASS_BALANCE_ERROR_PCT;STANDARD_DEPTH_REFERENCE_STOCK_Mg_ha;STANDARD_DEPTH_OUTPUT_STOCK_Mg_ha;MASS_BALANCE_ERROR_PCT;EXTRAPOLATED;COVERAGE_00_05;COVERAGE_05_15;COVERAGE_15_30;COVERAGE_30_60;COVERAGE_60_100;OVERLAP_REFERENCE_Stock_00_05;OVERLAP_REFERENCE_Stock_05_15;OVERLAP_REFERENCE_Stock_15_30;OVERLAP_REFERENCE_Stock_30_60;OVERLAP_REFERENCE_Stock_60_100
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.350629;-53.655447;EPSG:4326;Brazil;RS;;;15.0483305655;24.9364228427;26.1868429337;42.9974536581;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9885962333;1.1535312755;109.16905;109.16905;0;false;1;1;1;1;0;15.292606;23.743783;26.248058;43.884603;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.35011;-53.656155;EPSG:4326;Brazil;RS;;;24.247552103;26.3153453216;26.4831164735;42.9776461019;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9813863252;1.8966715075;120.02366;120.02366;0;false;1;1;1;1;0;25.432196;23.936184;26.1254415;44.5298385;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.350681;-53.6569;EPSG:4326;Brazil;RS;;;22.3746248212;33.8753434854;30.9398099008;42.8843897926;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9818717663;1.8462934112;130.074168;130.074168;0;false;1;1;1;1;0;22.968199;31.6698075;31.115369;44.3207925;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.34968;-53.655989;EPSG:4326;Brazil;RS;;;18.9294886827;26.2471102492;20.674069963;29.1896511052;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9773075182;2.3219387347;95.04032;95.04032;0;false;1;1;1;1;0;19.528231;23.7530885;22.135058;29.6239425;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.349214;-53.654494;EPSG:4326;Brazil;RS;;;6.7257765929;12.6730464866;21.1008801938;37.4907187267;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9994910205;0.0509238698;77.990422;77.990422;0;false;1;1;1;1;0;6.718496;12.51665;21.810328;36.944948;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.348822;-53.653774;EPSG:4326;Brazil;RS;;;15.7469102433;24.9277735173;21.26542831;25.2574829294;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9787555769;2.1705544843;87.197595;87.197595;0;false;1;1;1;1;0;16.128484;23.241558;21.6744295;26.1531235;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.350513;-53.65947;EPSG:4326;Brazil;RS;;;9.1183462482;40.2910194265;58.3840375878;30.4310587375;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9918151046;0.8252440803;138.224462;138.224462;0;false;1;1;1;1;0;8.818904;44.5533215;46.5975815;38.254655;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.350111;-53.660201;EPSG:4326;Brazil;RS;;;13.1370254802;17.7625437617;26.5046738743;37.9561898837;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9913862517;0.8688589586;95.360433;95.360433;0;false;1;1;1;1;0;13.606336;17.4285475;25.2100785;39.115471;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.34976;-53.6556;EPSG:4326;Brazil;RS;;;9.4272071412;15.367380979;23.0313246775;46.3219652023;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9978884599;0.2116008175;94.147878;94.147878;0;false;1;1;1;1;0;9.471193;14.6084325;24.7950115;45.273241;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.349364;-53.653747;EPSG:4326;Brazil;RS;;;12.3611141317;11.9169714436;17.9252160554;41.7406533693;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9937847371;0.6254133951;83.943955;83.943955;0;false;1;1;1;1;0;12.809589;10.455031;20.013804;40.665531;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.350129;-53.662889;EPSG:4326;Brazil;RS;;;8.9168915677;15.7885954747;21.3662276227;32.837787335;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9935278003;0.6514361956;78.909502;78.909502;0;false;1;1;1;1;0;9.034941;15.559688;20.8644635;33.4504095;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.347641;-53.6592;EPSG:4326;Brazil;RS;;;4.3834320659;7.6600796459;8.446210748;15.0243355402;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9914393876;0.863452924;35.514058;35.514058;0;false;1;1;1;1;0;4.434795;7.3746145;8.4056325;15.299016;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.352419;-53.657059;EPSG:4326;Brazil;RS;;;7.5771829005;10.895521396;13.4717252651;26.2086984385;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9926729633;0.7381118437;58.153128;58.153128;0;false;1;1;1;1;0;7.755384;10.3377845;13.667448;26.3925115;
soildata_dataset;doi:10.60502/SoilData/OXT1PI;-29.383991;-50.523662;EPSG:4326;Brazil;RS;;;38.2232477167;70.5490591199;91.8006931634;;;3;3;0;false;equal_area_spline;true;applied;0.1;0.9956757215;0.4343059066;200.573;200.573;0;false;1;1;1;0;0;37.666;70.141;92.766;;
soildata_dataset;doi:10.60502/SoilData/OXT1PI;-29.383741;-50.523635;EPSG:4326;Brazil;RS;;;26.3284669587;57.0679078446;69.5276251966;;;3;3;0;false;equal_area_spline;true;applied;0.1;0.9947742557;0.5253196152;152.924;152.924;0;false;1;1;1;0;0;27.064;56.3335;69.5265;;
soildata_dataset;doi:10.60502/SoilData/OXT1PI;-29.384263;-50.523687;EPSG:4326;Brazil;RS;;;26.8523224159;73.8970517516;107.6276258325;;;3;3;0;false;equal_area_spline;true;applied;0.1;1.0008503668;-0.0849644308;208.377;208.377;0;false;1;1;1;0;0;29.4;73.26;105.717;;
soildata_dataset;doi:10.60502/SoilData/OXT1PI;-29.301847;-50.240832;EPSG:4326;Brazil;RS;;;37.8398238682;64.8091547294;57.8630214024;;;3;3;0;false;equal_area_spline;true;applied;0.1;0.9854544948;1.4760199793;160.512;160.512;0;false;1;1;1;0;0;37.08;63.63;59.802;;
soildata_dataset;doi:10.60502/SoilData/OXT1PI;-29.30183;-50.24054;EPSG:4326;Brazil;RS;;;35.147326363;59.4431584807;71.1255151563;;;3;3;0;false;equal_area_spline;true;applied;0.1;0.9929230673;0.712737268;165.716;165.716;0;false;1;1;1;0;0;34.047;59.008;72.661;;
soildata_dataset;doi:10.60502/SoilData/OXT1PI;-29.301811;-50.240217;EPSG:4326;Brazil;RS;;;31.1271824328;61.5208380097;79.3989795575;;;3;3;0;false;equal_area_spline;true;applied;0.1;0.9958442214;0.4173121141;172.047;172.047;0;false;1;1;1;0;0;31.1905;61.0315;79.825;;
soildata_dataset;doi:10.60502/SoilData/OXT1PI;-29.313392;-50.264513;EPSG:4326;Brazil;RS;;;39.6099508569;67.7212654578;69.7887836852;;;3;3;0;false;equal_area_spline;true;applied;0.1;0.9890822534;1.1038259514;177.12;177.12;0;false;1;1;1;0;0;38.637;66.802;71.681;;
